LDA_feature,y
4.396009643182939,1.0
-2.6413423484863534,0.0
3.2344041700021653,1.0
-2.4933290066015683,0.0
3.3746634001043203,1.0
-3.446972931260376,0.0
-3.7757615982736397,0.0
3.9462876947383467,1.0
-2.2715040926222994,0.0
-2.9381618121588025,0.0
-3.523884014429303,0.0
-3.9492936273850923,0.0
-3.228288336594294,0.0
3.904285779037072,1.0
-1.5914026742459808,0.0
3.4421455106390626,1.0
3.7239739365788602,1.0
-4.305219353240834,0.0
-2.668386572369984,0.0
3.4737479325431084,1.0
-1.7813099055929986,0.0
-3.670475663470268,0.0
2.8930534416490987,1.0
3.4134154788394495,1.0
3.3453656858558958,1.0
2.5004461241763662,1.0
2.78669002440526,1.0
3.4642794635117435,1.0
5.029555392731435,1.0
3.057288468514753,1.0
-2.4595540186684945,0.0
2.536951870355382,1.0
4.753002382995499,1.0
3.776561277990659,1.0
-3.175027860195975,0.0
-3.343511029067245,0.0
-3.7698072208642364,0.0
-2.858428570367942,0.0
-3.516784950431507,0.0
-0.16358926804708318,1.0
-3.830049546442189,0.0
3.721485097829188,1.0
-3.4465515569199416,0.0
-3.049316609200162,0.0
3.200136535863213,1.0
3.2034769878521994,1.0
-5.78876550765688,0.0
-1.8220854643467008,0.0
4.165266197873233,1.0
3.4066349416312853,1.0
3.4881752833156687,1.0
-1.4285596907654678,0.0
4.046573145870248,1.0
3.708851776990121,1.0
-1.787370211495319,0.0
-1.684791934385161,0.0
3.7370677329907194,1.0
3.2693230637143906,1.0
3.278468701823195,1.0
4.370701581555577,1.0
2.8114076391711627,1.0
-3.858870253698416,0.0
-3.47892894349242,0.0
3.0981082892919076,1.0
3.936031253630021,1.0
-2.2738236176011184,0.0
2.1768510292556016,1.0
4.055750074810251,1.0
5.189044625958115,1.0
2.9304754131094755,1.0
3.5286544898943673,1.0
-3.399199780813368,0.0
-3.743402922623685,0.0
-3.8166465936083,0.0
-3.538443290242512,0.0
-2.417844903860957,0.0
4.022627900335857,1.0
-2.492518342378717,0.0
2.5307205959767307,1.0
-3.816879850102,0.0
3.993273180643568,1.0
-3.672826558618361,0.0
-3.8820632742930496,0.0
2.085435594263675,1.0
-3.802888408381221,0.0
